Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/auth/req_DH_pq,214335,36904,1300.0,2917.755519242509,26.60070700039796,1288955.457488999,78.32947488744256,162.07650909644997,27.90618187274775,1300,1900,2200,2200,2400,2700,2900,3000,670000,1284000,1289000
POST,/auth/req_pq,217525,39904,1300.0,13164.176232583368,57.0484990003024,1287250.4435909996,83.2885507412941,164.4887332503104,30.17473123374502,1300,2000,2200,2300,2600,2800,11000,560000,1181000,1270000,1287000
POST,/biz/get_users,218149,40040,1300.0,13210.831027320213,61.5292029997363,1288959.531202001,97.97468702584014,164.96059151739783,30.27757213811023,1300,2000,2200,2300,2600,2800,11000,559000,1209000,1269000,1289000
POST,/biz/get_users_with_sql_inject,215089,37192,1300.0,2915.0322568571596,37.86064900123165,1288987.0300870007,99.25026384426911,162.6466711691806,28.12396261140349,1300,1900,2200,2200,2400,2700,2900,3000,670000,1280000,1289000
,Aggregated,865098,154040,1300.0,8089.066805244519,26.60070700039796,1288987.0300870007,89.73181073126975,654.1725050333388,116.48244785600649,1300,2000,2200,2300,2500,2800,3000,29000,1158000,1276000,1289000
